单位编码,单位名称,医院项目编码,医院项目名称,国标编码,国标名称,备注
,南京江宁卫生信息平台,H40.001,交界性青光眼,H40.000,可疑青光眼,
,南京江宁卫生信息平台,H40.002,青光眼临床前期,H40.000,可疑青光眼,
,南京江宁卫生信息平台,H40.051,可凝青光眼,H40.000,可疑青光眼,
,南京江宁卫生信息平台,Z03.351,可疑神经系统疾患的观察,Z03.300,可疑神经系统疾患的观察,
,南京江宁卫生信息平台,Z03.451,可疑心肌梗死的观察,Z03.400,可疑心肌梗死的观察,
,南京江宁卫生信息平台,Z03.551,其他可疑心血管病的观察,Z03.500,可疑心血管病的观察，其他的,
,南京江宁卫生信息平台,Q98.401,克莱恩费尔氏综合征[精管发育不全],Q98.400,克兰费尔特综合征,
,南京江宁卫生信息平台,Q98.451,未特指的先天性睾丸发育不全[克兰费尔特综合征],Q98.400,克兰费尔特综合征,
,南京江宁卫生信息平台,Q98.051,先天性睾丸发育不全[克兰费尔特综合征]，核型47，XXY,Q98.000,克兰费尔特综合征，核型47XXY,
,南京江宁卫生信息平台,Q98.251,先天性睾丸发育不全[克兰费尔特综合征]，男性伴有46，XX核型的,Q98.200,克兰费尔特综合征，男性，伴有46XX核型的,
,南京江宁卫生信息平台,Q98.151,先天性睾丸发育不全[克兰费尔特综合征]，男性伴有多于两个Ｘ染色体,Q98.100,克兰费尔特综合征，男性，伴有多于两个X染色体的,
,南京江宁卫生信息平台,A41.506,克雷白氏杆菌性败血症,A41.503,克雷伯杆菌败血症,
,南京江宁卫生信息平台,A49.806,克雷白氏杆菌感染,A49.805,克雷伯杆菌感染,
,南京江宁卫生信息平台,G00.852,克雷白杆菌性脑膜炎,G00.803,克雷伯杆菌性脑膜炎,
,南京江宁卫生信息平台,E80.501,先天性高胆红素血症[克里格勒－纳贾尔病或综合征],E80.500,克里格勒-纳贾综合征,
,南京江宁卫生信息平台,A98.051,中亚出血热,A98.000,克里米亚-刚果出血热,
,南京江宁卫生信息平台,Q87.202,克利佩尔－特脑纳－韦伯综合征,Q87.203,克利佩尔-特脑纳-韦伯综合征,
,南京江宁卫生信息平台,Q75.151,克鲁宗病,Q75.101,克鲁宗病,
,南京江宁卫生信息平台,K50.901,节段性肠炎[克隆氏病],K50.900,克罗恩病,
,南京江宁卫生信息平台,K50.851,大肠和小肠克罗恩病脓肿[节段性肠炎],K50.800,克罗恩病，其他的,
,南京江宁卫生信息平台,K50.902+,节段性肠炎性关节病,K50.902？,克罗恩病性关节病,
,南京江宁卫生信息平台,A81.001,雅-克二氏病(痉挛性假硬化)(亚急性病毒性海绵状脑病),A81.000,克罗伊茨费尔特-雅各布病,
,南京江宁卫生信息平台,A81.051+,克罗伊茨费尔特－雅各布病伴有痴呆,A81.000,克罗伊茨费尔特-雅各布病,
,南京江宁卫生信息平台,E59.X01,克山病[地方性心脏病],E59.x01,克山病,
,南京江宁卫生信息平台,F98.451,刻板性运动障碍,F98.400,刻板性运动障碍,
,南京江宁卫生信息平台,C17.101,空肠恶性肿瘤,C17.100,空肠恶性肿瘤,
,南京江宁卫生信息平台,K57.102,空肠憩室,K57.103,空肠憩室,
,南京江宁卫生信息平台,K57.151,空肠憩室不伴有穿孔或脓肿,K57.103,空肠憩室,
,南京江宁卫生信息平台,K57.103,空肠憩室炎,K57.107,空肠憩室炎,
,南京江宁卫生信息平台,K57.152,空肠憩室炎不伴有穿孔或脓肿,K57.107,空肠憩室炎,
,南京江宁卫生信息平台,Q41.152,空肠先天性闭锁、缺如和狭窄,Q41.100,空肠先天性缺如、闭锁和狭窄,
,南京江宁卫生信息平台,A16.209,空洞型肺结核，未提及细菌学或组织学的证实,A16.207,空洞型肺结核,
,南京江宁卫生信息平台,E23.618,空泡蝶鞍综合症,E23.603,空泡蝶鞍综合征,
,南京江宁卫生信息平台,T79.051,空气栓塞(创伤性),T79.000,空气栓塞(创伤性),
,南京江宁卫生信息平台,J67.751,空调和加湿器肺,J67.700,空调器和加湿器肺,
,南京江宁卫生信息平台,H33.002,孔源性视网膜脱离,H33.001,孔源性视网膜脱离,
,南京江宁卫生信息平台,F40.851,其他恐怖性焦虑障碍,F40.800,恐怖性焦虑障碍，其他的,
,南京江宁卫生信息平台,F40.901,恐怖症状 NOS,F40.901,恐怖状态,
,南京江宁卫生信息平台,Q35.902,口鼻瘘,Q35.907,口鼻瘘,
,南京江宁卫生信息平台,F98.501,口吃[结巴],F98.500,口吃［结巴］,
,南京江宁卫生信息平台,R19.601,口臭,R19.600,口臭,
,南京江宁卫生信息平台,C06.851,口腔交搭跨越的恶性肿瘤,C06.800,口的其他和未特指部位交搭跨越恶性肿瘤的损害,
,南京江宁卫生信息平台,C04.151,口底侧部恶性肿瘤,C04.100,口底侧部恶性肿瘤,
,南京江宁卫生信息平台,C04.901,口底恶性肿瘤 NOS,C04.900,口底恶性肿瘤,
,南京江宁卫生信息平台,C04.851,口底交搭跨越的恶性肿瘤,C04.800,口底交搭跨越恶性肿瘤的损害,
,南京江宁卫生信息平台,D10.201,口底良性肿瘤,D10.200,口底良性肿瘤,
,南京江宁卫生信息平台,D10.202,舌下良性肿瘤,D10.200,口底良性肿瘤,
,南京江宁卫生信息平台,C04.051,前磨牙与尖牙连接处以前恶性肿瘤,C04.000,口底前部恶性肿瘤,
,南京江宁卫生信息平台,C04.052,口底前部恶性肿瘤,C04.000,口底前部恶性肿瘤,
,南京江宁卫生信息平台,C06.952,口腔恶性肿瘤 NOS,C06.900,口恶性肿瘤,
,南京江宁卫生信息平台,K12.210,口底蜂窝织炎,K12.214,口蜂窝织炎,
,南京江宁卫生信息平台,K12.209,颏下区感染,K12.200,口蜂窝织炎和脓肿,
,南京江宁卫生信息平台,K12.252,路德维希绞痛,K12.200,口蜂窝织炎和脓肿,
,南京江宁卫生信息平台,K12.253,颌下蜂窝织炎,K12.200,口蜂窝织炎和脓肿,
,南京江宁卫生信息平台,T38.401,避孕药中毒 (X44.973),T38.400,口服避孕药中毒,
,南京江宁卫生信息平台,R68.251,口干 NOS,R68.200,口干,
,南京江宁卫生信息平台,K11.701,口干症,K11.701,口干燥症,
,南京江宁卫生信息平台,T28.551,化学性口和咽腐蚀伤,T28.500,口和咽腐蚀伤,
,南京江宁卫生信息平台,T28.051,口和咽烧伤,T28.000,口和咽烧伤,
,南京江宁卫生信息平台,R06.551,鼻塞,R06.500,口呼吸,
,南京江宁卫生信息平台,R06.552,口呼吸,R06.500,口呼吸,
,南京江宁卫生信息平台,K13.001,传染性口角炎,K13.014,口角炎,
,南京江宁卫生信息平台,K13.015,口角炎,K13.014,口角炎,
,南京江宁卫生信息平台,K13.052,感染性口角炎,K13.014,口角炎,
,南京江宁卫生信息平台,T73.151,水缺乏,T73.100,口渴效应,
,南京江宁卫生信息平台,D10.304,口腔良性肿瘤,D10.300,口良性肿瘤，其他和未特指部位的,
,南京江宁卫生信息平台,T18.051,口内异物,T18.000,口内异物,
,南京江宁卫生信息平台,C06.152,口前庭恶性肿瘤,C06.100,口前庭恶性肿瘤,
,南京江宁卫生信息平台,K12.001,轻型[阿弗他]口疮,K12.002,口腔阿弗他溃疡,
,南京江宁卫生信息平台,K09.802,口腔表皮样囊肿,K09.806,口腔表皮样囊肿,
,南京江宁卫生信息平台,D37.004,涎腺交界恶性肿瘤,D37.002,口腔动态未定肿瘤,
,南京江宁卫生信息平台,D37.052,口腔动态未定的肿瘤 (M80000/1),D37.002,口腔动态未定肿瘤,
,南京江宁卫生信息平台,K12.103,口腔感染,K12.111,口腔感染,
,南京江宁卫生信息平台,C79.811,口腔继发性恶性肿瘤,C79.801,口腔继发恶性肿瘤,
,南京江宁卫生信息平台,K12.211,口腔瘘管,K12.208,口腔瘘管,
,南京江宁卫生信息平台,K13.651,口腔粘膜刺激性增生,K13.600,口腔黏膜刺激性增生,
,南京江宁卫生信息平台,C06.003,口腔粘膜恶性肿瘤,C06.902,口腔黏膜恶性肿瘤,
,南京江宁卫生信息平台,K13.755,口腔粘膜良性过度角化病[口腔厚上症],K13.204,口腔黏膜过度角化,
,南京江宁卫生信息平台,K13.754,口腔粘膜溃疡,K12.109,口腔黏膜溃疡,
,南京江宁卫生信息平台,K13.701,腭部疤痕组织,K13.700,口腔黏膜其他的损害,
,南京江宁卫生信息平台,K13.703,腭粘膜炎症,K13.700,口腔黏膜其他的损害,
,南京江宁卫生信息平台,K13.704,颊沟后天畸形,K13.700,口腔黏膜其他的损害,
,南京江宁卫生信息平台,K13.707,颊部炎症,K13.700,口腔黏膜其他的损害,
,南京江宁卫生信息平台,K13.709,颊粘膜下慢性炎症,K13.700,口腔黏膜其他的损害,
,南京江宁卫生信息平台,K13.710,口腔内血管增生,K13.700,口腔黏膜其他的损害,
,南京江宁卫生信息平台,K13.711,口腔粘膜出血,K13.700,口腔黏膜其他的损害,
,南京江宁卫生信息平台,K13.714,烧伤后小口畸形,K13.700,口腔黏膜其他的损害,
,南京江宁卫生信息平台,K13.752,复发性口腔溃疡,K13.700,口腔黏膜其他的损害,
,南京江宁卫生信息平台,K13.753,口腔粘膜病,K13.700,口腔黏膜其他的损害,
,南京江宁卫生信息平台,K13.756,口腔粘膜血肿[创伤性血肿],K13.700,口腔黏膜其他的损害,
,南京江宁卫生信息平台,K13.757,软腭麻痹,K13.700,口腔黏膜其他的损害,
,南京江宁卫生信息平台,K13.758,后天性悬壅垂过长,K13.700,口腔黏膜其他的损害,
,南京江宁卫生信息平台,K13.401,口腔粘膜恶性肉芽肿,K13.401,口腔黏膜肉芽肿,
,南京江宁卫生信息平台,K13.402,口腔粘膜肉芽肿,K13.401,口腔黏膜肉芽肿,
,南京江宁卫生信息平台,K13.452,口腔粘膜的嗜酸性肉芽肿,K13.402,口腔黏膜嗜酸性肉芽肿,
,南京江宁卫生信息平台,K13.501,口腔粘膜纤维变性,K13.500,口腔黏膜下纤维化,
,南京江宁卫生信息平台,K13.551,舌淋巴纤维组织增殖,K13.500,口腔黏膜下纤维化,
,南京江宁卫生信息平台,K13.552,舌粘膜下纤维变性,K13.500,口腔黏膜下纤维化,
,南京江宁卫生信息平台,K13.451,口腔粘膜的疣状黄瘤,K13.403,口腔黏膜疣状黄瘤,
,南京江宁卫生信息平台,K13.603,口腔粘膜增生,K13.601,口腔黏膜增生,
,南京江宁卫生信息平台,K09.804,口腔粘液腺囊肿,K09.808,口腔黏液腺囊肿,
,南京江宁卫生信息平台,B37.001,口腔念珠菌感染(鹅口疮),B37.001,口腔念珠菌感染,
,南京江宁卫生信息平台,B37.051,口腔苍白,B37.001,口腔念珠菌感染,
,南京江宁卫生信息平台,B37.052,口腔霉菌感染,B37.001,口腔念珠菌感染,
,南京江宁卫生信息平台,B37.054,口鹅口疮,B37.001,口腔念珠菌感染,
,南京江宁卫生信息平台,K12.212,口腔内脓肿,K12.201,口腔脓肿,
,南京江宁卫生信息平台,K09.803,口腔皮样囊肿,K09.807,口腔皮样囊肿,
,南京江宁卫生信息平台,S00.552,口腔浅表损伤,S00.501,口腔浅表损伤,
,南京江宁卫生信息平台,J32.004,口腔上颌窦瘘,J32.005,口腔上颌窦瘘,
,南京江宁卫生信息平台,K13.202,口腔粘膜白斑症,K13.200,口腔上皮(包括舌)白斑和其他障碍,
,南京江宁卫生信息平台,K12.106,口腔炎,K12.112,口腔炎,
,南京江宁卫生信息平台,K12.104,口腔炎性肿块,K12.116,口腔炎性肿块,
,南京江宁卫生信息平台,D00.053,口腔原位癌,D00.003,口腔原位癌,
,南京江宁卫生信息平台,K13.712,口腔肿物,K13.702,口腔肿物,
,南京江宁卫生信息平台,K09.101,腭骨囊肿,K09.100,口区发育性(非牙源性)囊肿,
,南京江宁卫生信息平台,K09.951,口腔囊肿 NOS,K09.900,口区囊肿,
,南京江宁卫生信息平台,K09.851,爱泼斯坦小结,K09.800,"口区囊肿，其他的,不可归类在他处者",
,南京江宁卫生信息平台,K09.852,颌骨非牙源性上皮样囊肿,K09.800,"口区囊肿，其他的,不可归类在他处者",
,南京江宁卫生信息平台,B08.802,口蹄疫[口疮热],B08.801,口蹄疫,
,南京江宁卫生信息平台,C10.251,口咽侧壁恶性肿瘤,C10.200,口咽侧壁恶性肿瘤,
,南京江宁卫生信息平台,C10.901,口咽恶性肿瘤 NOS,C10.900,口咽恶性肿瘤,
,南京江宁卫生信息平台,C10.351,口咽后壁恶性肿瘤,C10.300,口咽后壁恶性肿瘤,
,南京江宁卫生信息平台,C10.851,口咽交搭跨越的恶性肿瘤,C10.800,口咽交搭跨越恶性肿瘤的损害,
,南京江宁卫生信息平台,K12.102,过敏性口炎,K12.100,口炎，其他形式的,
,南京江宁卫生信息平台,K12.152,膜性[球菌性口炎]口炎,K12.100,口炎，其他形式的,
,南京江宁卫生信息平台,K12.153,烟草性口炎,K12.100,口炎，其他形式的,
,南京江宁卫生信息平台,K12.154,药物性口炎,K12.100,口炎，其他形式的,
,南京江宁卫生信息平台,R20.802,口周麻木,R20.802,口周麻木,
,南京江宁卫生信息平台,L71.001,口周皮炎,L71.000,口周皮炎,
,南京江宁卫生信息平台,T62.801,苦杏仁意外中毒 (X49.975),T62.801,苦杏仁中毒,
,南京江宁卫生信息平台,K46.952,库珀疝,K45.805,库珀疝,
,南京江宁卫生信息平台,E24.051,皮质醇增多症[库欣(柯兴)氏综合征],E24.900,库欣综合征,
,南京江宁卫生信息平台,E24.901,库欣综合征 NOS,E24.900,库欣综合征,
,南京江宁卫生信息平台,E25.951,阿查特－提尔斯氏Acth异位综合征,E24.900,库欣综合征,
,南京江宁卫生信息平台,E24.851,其他库欣[柯兴]综合征,E24.800,库欣综合征，其他的,
,南京江宁卫生信息平台,E40.X01,恶性营养不良[夸希奥科病],E40.x00,夸希奥科病［恶性营养不良病］,
,南京江宁卫生信息平台,E40.X51,营养性水肿伴皮肤及头发色素沉着异常,E40.x00,夸希奥科病［恶性营养不良病］,
,南京江宁卫生信息平台,E40.X52,婴儿期多营养不良综合征,E40.x00,夸希奥科病［恶性营养不良病］,
,南京江宁卫生信息平台,I49.501,病窦综合征[慢－快综合征],I49.501,快慢综合征,
,南京江宁卫生信息平台,S77.251,髋伴有大腿挤压伤,S77.200,髋伴有大腿挤压伤,
,南京江宁卫生信息平台,S78.051,髋部创伤性切断,S78.000,髋部创伤性切断,
,南京江宁卫生信息平台,S76.051,髋部肌肉和肌腱损伤,S76.000,髋部肌肉和肌腱损伤,
,南京江宁卫生信息平台,S77.051,髋部挤压伤,S77.000,髋部挤压伤,
,南京江宁卫生信息平台,C44.751,髋皮肤恶性肿瘤,C44.701,髋部皮肤恶性肿瘤,
,南京江宁卫生信息平台,S70.051,髋挫伤,S70.000,髋挫伤,
,南京江宁卫生信息平台,M70.756,髋骨粘液囊炎,M70.700,髋的其他滑囊炎,
,南京江宁卫生信息平台,Q65.852,股骨颈前倾,Q65.800,髋的其他先天性变形,
,南京江宁卫生信息平台,C43.751,髋恶性黑色素瘤 (M87200/3),C43.701,髋恶性黑色素瘤,
,南京江宁卫生信息平台,S73.001,髋关节半脱位,S73.001,髋关节半脱位,
,南京江宁卫生信息平台,M16.951,髋关节病 NOS,M16.900,髋关节病,
,南京江宁卫生信息平台,M24.351,髋关节病理性脱位,M24.303,髋关节病理性脱位,
,南京江宁卫生信息平台,S76.751,髋关节和大腿水平的多处肌肉和肌腱损伤,S76.700,髋关节和在大腿水平的多处肌肉和肌腱损伤,
,南京江宁卫生信息平台,M65.951,髋滑膜炎,M65.905,髋关节滑膜炎,
,南京江宁卫生信息平台,T84.003,髋关节假体松动,T84.002,髋关节假体松动,
,南京江宁卫生信息平台,T84.002,髋关节假体过大,T84.003,髋关节假体障碍,
,南京江宁卫生信息平台,T84.501,髋关节假体植入感染,T84.501,髋关节假体植入感染,
,南京江宁卫生信息平台,A18.023+,髋关节结核,A18.031？,髋关节结核,
,南京江宁卫生信息平台,A18.024+,髋结核性滑膜炎,A18.033？,髋关节结核性滑膜炎,
,南京江宁卫生信息平台,M24.551,髋关节屈曲挛缩(后天性),M24.501,髋关节挛缩,
,南京江宁卫生信息平台,M21.151,后天性髋内翻,M21.103,髋关节内翻变形,
,南京江宁卫生信息平台,M24.651,髋关节强硬,M24.606,髋关节强硬,
,南京江宁卫生信息平台,M25.551,髋关节痛,M25.505,髋关节痛,
,南京江宁卫生信息平台,M24.855,髋关节紊乱,M24.905,髋关节紊乱,
,南京江宁卫生信息平台,S70.951,髋部和大腿浅表性损伤 NOS,S70.900,髋和大腿的浅表损伤,
,南京江宁卫生信息平台,T34.651,髋和大腿冻伤，伴有组织坏死,T34.600,髋和大腿冻伤伴有组织坏死,
,南京江宁卫生信息平台,S71.751,髋部和大腿多处开放性伤口,S71.700,髋和大腿多处开放性伤口,
,南京江宁卫生信息平台,S70.751,髋和大腿多处浅表损伤,S70.700,髋和大腿多处浅表损伤,
,南京江宁卫生信息平台,S79.751,髋和大腿多处损伤,S79.700,髋和大腿多处损伤,
